DATAFLOW,LAST UPDATE,FREQ,REF_AREA,TRANSFORMATION,AGG_METHOD,UNIT,REFERENCE,ITEM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,COMMENT,UNIT_MULT
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1991,83.70137,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1992,83.62439,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1993,84.47094,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1994,85.40633,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1995,85.46545,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1996,85.61925,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1997,86.798,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1998,88.19211,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1999,89.45821,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2000,91.34853,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2001,91.94981,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2002,92.40315,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2003,93.17194,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2004,94.19722,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2005,95.63754,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2006,96.63278,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2007,97.25727,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2008,97.58901,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2009,96.16731,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2010,97.44778,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2011,98.02711,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2012,97.96927,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2013,98.5133,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2014,99.10574,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2015,99.95012,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2016,99.95914,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2017,100.24938,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2018,99.97983,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2019,99.75616,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2020,100.0,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2021,101.00938,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2022,101.74596,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2023,100.45613,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2024,100.29533,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2025,101.14029,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2026,101.79304,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,2027,102.68761,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1960,44.16534,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1961,44.56897,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1962,45.22781,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1963,45.96003,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1964,48.50349,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1965,50.03948,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1966,50.36871,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1967,52.2806,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1968,54.3266,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1969,55.57381,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1970,58.14088,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1971,59.90455,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1972,61.32548,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1973,64.02019,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1974,66.44454,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1975,67.09277,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1976,69.43134,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1977,70.58404,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1978,72.03367,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1979,72.49907,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1980,72.27713,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1981,71.52111,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1982,71.41173,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1983,73.42261,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1984,75.10886,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1985,76.17127,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1986,77.06455,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1987,77.69519,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1988,78.93751,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1989,80.57947,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1990,81.94711,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1991,82.69585,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1992,82.5946,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1993,83.36164,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1994,84.71379,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1995,85.18589,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1996,85.75099,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1997,87.51778,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1998,89.56905,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,1999,91.48905,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2000,93.86487,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2001,94.39309,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2002,94.28278,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2003,94.5468,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2004,95.74674,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2005,97.34559,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2006,98.8725,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2007,99.8196,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2008,100.0523,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2009,96.8004,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2010,98.24032,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2011,99.02593,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2012,98.40533,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2013,98.78148,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2014,99.85294,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2015,100.72656,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2016,101.17439,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2017,101.91901,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2018,101.8758,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2019,101.73668,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2020,100.0,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2021,102.56048,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2022,104.41321,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Netherlands,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Total factor productivity: total economy,2023,102.23013,A,F,(2020 = 100),0
